CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
13629	13629	0.0	1.0	1.0	1.0	-1	
14469	14469	0.0	1.0	1.0	1.0	-1	
5893	5893	0.0	1.0	1.0	1.0	-1	
1218	1218	0.0	1.0	1.0	1.0	-1	
5278	5278	0.0	1.0	1.0	1.0	-1	
5149	5149	0.0	1.0	1.0	1.0	-1	
10133	10133	0.0	1.0	1.0	1.0	-1	
5416	5416	0.0	1.0	1.0	1.0	-1	
2632	2632	0.0	1.0	1.0	1.0	-1	
14380	14380	0.0	1.0	1.0	1.0	-1	
3515	3515	0.0	1.0	1.0	1.0	-1	
8921	8921	0.0	1.0	1.0	1.0	-1	
7583	7583	0.0	1.0	1.0	1.0	-1	
6715	6715	0.0	1.0	1.0	1.0	-1	
2407	2407	0.0	1.0	1.0	1.0	-1	
11333	11333	0.0	1.0	1.0	1.0	-1	
11491	11491	0.0	1.0	1.0	1.0	-1	
6116	6116	0.0	1.0	1.0	1.0	-1	
5920	5920	0.0	1.0	1.0	1.0	-1	
1317	1317	0.0	1.0	1.0	1.0	-1	
7404	7404	0.0	1.0	1.0	1.0	-1	
7972	7972	0.0	1.0	1.0	1.0	-1	
6528	6528	0.0	1.0	1.0	1.0	-1	
7673	7673	0.0	1.0	1.0	1.0	-1	
9865	9865	0.0	1.0	1.0	1.0	-1	
10025	10025	0.0	1.0	1.0	1.0	-1	
14062	14062	0.0	1.0	1.0	1.0	-1	
4828	4828	0.0	1.0	1.0	1.0	-1	
2901	2901	0.0	1.0	1.0	1.0	-1	
3371	3371	0.0	1.0	1.0	1.0	-1	
5172	5172	0.0	1.0	1.0	1.0	-1	
5653	5653	0.0	1.0	1.0	1.0	-1	
5922	5922	0.0	1.0	1.0	1.0	-1	
13502	13502	0.0	1.0	1.0	1.0	-1	
4528	4528	0.0	1.0	1.0	1.0	-1	
4304	4304	0.0	1.0	1.0	1.0	-1	
6733	6733	0.0	1.0	1.0	1.0	-1	
6903	6903	0.0	1.0	1.0	1.0	-1	
6963	6963	0.0	1.0	1.0	1.0	-1	
5901	5901	0.0	1.0	1.0	1.0	-1	
6170	6170	0.0	1.0	1.0	1.0	-1	
18240	18240	0.0	1.0	1.0	1.0	-1	
3727	3727	0.0	1.0	1.0	1.0	-1	
11429	11429	0.0	1.0	1.0	1.0	-1	
10717	10717	0.0	1.0	1.0	1.0	-1	
10624	10624	0.0	1.0	1.0	1.0	-1	
10460	10460	0.0	1.0	1.0	1.0	-1	
8267	8267	0.0	1.0	1.0	1.0	-1	
9045	9045	0.0	1.0	1.0	1.0	-1	
8644	8644	0.0	1.0	1.0	1.0	-1	
8488	8488	0.0	1.0	1.0	1.0	-1	
8836	8836	0.0	1.0	1.0	1.0	-1	
3799	3799	0.0	1.0	1.0	1.0	-1	
4694	4694	0.0	1.0	1.0	1.0	-1	
14347	14347	0.0	1.0	1.0	1.0	-1	
14508	14508	0.0	1.0	1.0	1.0	-1	
16200	16200	0.0	1.0	1.0	1.0	-1	
17206	17206	0.0	1.0	1.0	1.0	-1	
18156	18156	0.0	1.0	1.0	1.0	-1	
17438	17438	0.0	1.0	1.0	1.0	-1	
15438	15438	0.0	1.0	1.0	1.0	-1	
13823	13823	0.0	1.0	1.0	1.0	-1	
16620	16620	0.0	1.0	1.0	1.0	-1	
17792	17792	0.0	1.0	1.0	1.0	-1	
17973	17973	0.0	1.0	1.0	1.0	-1	
16908	16908	0.0	1.0	1.0	1.0	-1	
15680	15680	0.0	1.0	1.0	1.0	-1	
13229	13229	0.0	1.0	1.0	1.0	-1	
15561	15561	0.0	1.0	1.0	1.0	-1	
12370	12370	0.0	1.0	1.0	1.0	-1	
15423	15423	0.0	1.0	1.0	1.0	-1	
6207	6207	0.0	1.0	1.0	1.0	-1	
4080	4080	0.0	1.0	1.0	1.0	-1	
5689	5689	0.0	1.0	1.0	1.0	-1	
7132	7132	0.0	1.0	1.0	1.0	-1	
8133	8133	0.0	1.0	1.0	1.0	-1	
8245	8245	0.0	1.0	1.0	1.0	-1	
16819	16819	0.0	1.0	1.0	1.0	-1	
14654	14654	0.0	1.0	1.0	1.0	-1	
6094	6094	0.0	1.0	1.0	1.0	-1	
4225	4225	0.0	1.0	1.0	1.0	-1	
3768	3768	0.0	1.0	1.0	1.0	-1	
8873	8873	0.0	1.0	1.0	1.0	-1	
8708	8708	0.0	1.0	1.0	1.0	-1	
8258	8258	0.0	1.0	1.0	1.0	-1	
8478	8478	0.0	1.0	1.0	1.0	-1	
3831	3831	0.0	1.0	1.0	1.0	-1	
11378	11378	0.0	1.0	1.0	1.0	-1	
10838	10838	0.0	1.0	1.0	1.0	-1	
13844	13844	0.0	1.0	1.0	1.0	-1	
14191	14191	0.0	1.0	1.0	1.0	-1	
12961	12961	0.0	1.0	1.0	1.0	-1	
12757	12757	0.0	1.0	1.0	1.0	-1	
1432	1432	0.0	1.0	1.0	1.0	-1	
3920	3920	0.0	1.0	1.0	1.0	-1	
9983	9983	0.0	1.0	1.0	1.0	-1	
11299	11299	0.0	1.0	1.0	1.0	-1	
10082	10082	0.0	1.0	1.0	1.0	-1	
4436	4436	0.0	1.0	1.0	1.0	-1	
6001	6001	0.0	1.0	1.0	1.0	-1	
13657	13657	0.0	1.0	1.0	1.0	-1	
4943	4943	0.0	1.0	1.0	1.0	-1	
1033	1033	0.0	1.0	1.0	1.0	-1	
5809	5809	0.0	1.0	1.0	1.0	-1	
4954	4954	0.0	1.0	1.0	1.0	-1	
13312	13312	0.0	1.0	1.0	1.0	-1	
15281	15281	0.0	1.0	1.0	1.0	-1	
14203	14203	0.0	1.0	1.0	1.0	-1	
4855	4855	0.0	1.0	1.0	1.0	-1	
855	855	0.0	1.0	1.0	1.0	-1	
3347	3347	0.0	1.0	1.0	1.0	-1	
10512	10512	0.0	1.0	1.0	1.0	-1	
4864	4864	0.0	1.0	1.0	1.0	-1	
11442	11442	0.0	1.0	1.0	1.0	-1	
8220	8220	0.0	1.0	1.0	1.0	-1	
15684	15684	0.0	1.0	1.0	1.0	-1	
4772	4772	0.0	1.0	1.0	1.0	-1	
544	544	0.0	1.0	1.0	1.0	-1	
6095	6095	0.0	1.0	1.0	1.0	-1	
6007	6007	0.0	1.0	1.0	1.0	-1	
8015	8015	0.0	1.0	1.0	1.0	-1	
8556	8556	0.0	1.0	1.0	1.0	-1	
8914	8914	0.0	1.0	1.0	1.0	-1	
3191	3191	0.0	1.0	1.0	1.0	-1	
11892	11892	0.0	1.0	1.0	1.0	-1	
10826	10826	0.0	1.0	1.0	1.0	-1	
18228	18228	0.0	1.0	1.0	1.0	-1	
4608	4608	0.0	1.0	1.0	1.0	-1	
15243	15243	0.0	1.0	1.0	1.0	-1	
5730	5730	0.0	1.0	1.0	1.0	-1	
4745	4745	0.0	1.0	1.0	1.0	-1	
3642	3642	0.0	1.0	1.0	1.0	-1	
6892	6892	0.0	1.0	1.0	1.0	-1	
11325	11325	0.0	1.0	1.0	1.0	-1	
14819	14819	0.0	1.0	1.0	1.0	-1	
17181	17181	0.0	1.0	1.0	1.0	-1	
17436	17436	0.0	1.0	1.0	1.0	-1	
16210	16210	0.0	1.0	1.0	1.0	-1	
18168	18168	0.0	1.0	1.0	1.0	-1	
16885	16885	0.0	1.0	1.0	1.0	-1	
17748	17748	0.0	1.0	1.0	1.0	-1	
18080	18080	0.0	1.0	1.0	1.0	-1	
18302	18302	0.0	1.0	1.0	1.0	-1	
15466	15466	0.0	1.0	1.0	1.0	-1	
2501	2501	0.0	1.0	1.0	1.0	-1	
2673	2673	0.0	1.0	1.0	1.0	-1	
4763	4763	0.0	1.0	1.0	1.0	-1	
9514	9514	0.0	1.0	1.0	1.0	-1	
5272	5272	0.0	1.0	1.0	1.0	-1	
6639	6639	0.0	1.0	1.0	1.0	-1	
6689	6689	0.0	1.0	1.0	1.0	-1	
6506	6506	0.0	1.0	1.0	1.0	-1	
14581	14581	0.0	1.0	1.0	1.0	-1	
9232	9232	0.0	1.0	1.0	1.0	-1	
11568	11568	0.0	1.0	1.0	1.0	-1	
6300	6300	0.0	1.0	1.0	1.0	-1	
13399	13399	0.0	1.0	1.0	1.0	-1	
13674	13674	0.0	1.0	1.0	1.0	-1	
10796	10796	0.0	1.0	1.0	1.0	-1	
10768	10768	0.0	1.0	1.0	1.0	-1	
10329	10329	0.0	1.0	1.0	1.0	-1	
10551	10551	0.0	1.0	1.0	1.0	-1	
11528	11528	0.0	1.0	1.0	1.0	-1	
14910	14910	0.0	1.0	1.0	1.0	-1	
4940	4940	0.0	1.0	1.0	1.0	-1	
1150	1150	0.0	1.0	1.0	1.0	-1	
4985	4985	0.0	1.0	1.0	1.0	-1	
4632	4632	0.0	1.0	1.0	1.0	-1	
4964	4964	0.0	1.0	1.0	1.0	-1	
11193	11193	0.0	1.0	1.0	1.0	-1	
11040	11040	0.0	1.0	1.0	1.0	-1	
11360	11360	0.0	1.0	1.0	1.0	-1	
11571	11571	0.0	1.0	1.0	1.0	-1	
13484	13484	0.0	1.0	1.0	1.0	-1	
13243	13243	0.0	1.0	1.0	1.0	-1	
4923	4923	0.0	1.0	1.0	1.0	-1	
731	731	0.0	1.0	1.0	1.0	-1	
10522	10522	0.0	1.0	1.0	1.0	-1	
10068	10068	0.0	1.0	1.0	1.0	-1	
9945	9945	0.0	1.0	1.0	1.0	-1	
5315	5315	0.0	1.0	1.0	1.0	-1	
6179	6179	0.0	1.0	1.0	1.0	-1	
10844	10844	0.0	1.0	1.0	1.0	-1	
5146	5146	0.0	1.0	1.0	1.0	-1	
6162	6162	0.0	1.0	1.0	1.0	-1	
12727	12727	0.0	1.0	1.0	1.0	-1	
12963	12963	0.0	1.0	1.0	1.0	-1	
7977	7977	0.0	1.0	1.0	1.0	-1	
8922	8922	0.0	1.0	1.0	1.0	-1	
14143	14143	0.0	1.0	1.0	1.0	-1	
5465	5465	0.0	1.0	1.0	1.0	-1	
6338	6338	0.0	1.0	1.0	1.0	-1	
11352	11352	0.0	1.0	1.0	1.0	-1	
10846	10846	0.0	1.0	1.0	1.0	-1	
11007	11007	0.0	1.0	1.0	1.0	-1	
4464	4464	0.0	1.0	1.0	1.0	-1	
2547	2547	0.0	1.0	1.0	1.0	-1	
10255	10255	0.0	1.0	1.0	1.0	-1	
10388	10388	0.0	1.0	1.0	1.0	-1	
8002	8002	0.0	1.0	1.0	1.0	-1	
15930	15930	0.0	1.0	1.0	1.0	-1	
3798	3798	0.0	1.0	1.0	1.0	-1	
11473	11473	0.0	1.0	1.0	1.0	-1	
3271	3271	0.0	1.0	1.0	1.0	-1	
4787	4787	0.0	1.0	1.0	1.0	-1	
18364	18364	0.0	1.0	1.0	1.0	-1	
3077	3077	0.0	1.0	1.0	1.0	-1	
8793	8793	0.0	1.0	1.0	1.0	-1	
5578	5578	0.0	1.0	1.0	1.0	-1	
9243	9243	0.0	1.0	1.0	1.0	-1	
2094	2094	0.0	1.0	1.0	1.0	-1	
1667	1667	0.0	1.0	1.0	1.0	-1	
2575	2575	0.0	1.0	1.0	1.0	-1	
7143	7143	0.0	1.0	1.0	1.0	-1	
3881	3881	0.0	1.0	1.0	1.0	-1	
4944	4944	0.0	1.0	1.0	1.0	-1	
3737	3737	0.0	1.0	1.0	1.0	-1	
11876	11876	0.0	1.0	1.0	1.0	-1	
15171	15171	0.0	1.0	1.0	1.0	-1	
16985	16985	0.0	1.0	1.0	1.0	-1	
16741	16741	0.0	1.0	1.0	1.0	-1	
15972	15972	0.0	1.0	1.0	1.0	-1	
15511	15511	0.0	1.0	1.0	1.0	-1	
17767	17767	0.0	1.0	1.0	1.0	-1	
17854	17854	0.0	1.0	1.0	1.0	-1	
16485	16485	0.0	1.0	1.0	1.0	-1	
17028	17028	0.0	1.0	1.0	1.0	-1	
18349	18349	0.0	1.0	1.0	1.0	-1	
18278	18278	0.0	1.0	1.0	1.0	-1	
12964	12964	0.0	1.0	1.0	1.0	-1	
2111	2111	0.0	1.0	1.0	1.0	-1	
15181	15181	0.0	1.0	1.0	1.0	-1	
8140	8140	0.0	1.0	1.0	1.0	-1	
7997	7997	0.0	1.0	1.0	1.0	-1	
7630	7630	0.0	1.0	1.0	1.0	-1	
3031	3031	0.0	1.0	1.0	1.0	-1	
5055	5055	0.0	1.0	1.0	1.0	-1	
5225	5225	0.0	1.0	1.0	1.0	-1	
15103	15103	0.0	1.0	1.0	1.0	-1	
4981	4981	0.0	1.0	1.0	1.0	-1	
13456	13456	0.0	1.0	1.0	1.0	-1	
1640	1640	0.0	1.0	1.0	1.0	-1	
10553	10553	0.0	1.0	1.0	1.0	-1	
10673	10673	0.0	1.0	1.0	1.0	-1	
5915	5915	0.0	1.0	1.0	1.0	-1	
12383	12383	0.0	1.0	1.0	1.0	-1	
13979	13979	0.0	1.0	1.0	1.0	-1	
8422	8422	0.0	1.0	1.0	1.0	-1	
8287	8287	0.0	1.0	1.0	1.0	-1	
4998	4998	0.0	1.0	1.0	1.0	-1	
4989	4989	0.0	1.0	1.0	1.0	-1	
5810	5810	0.0	1.0	1.0	1.0	-1	
13486	13486	0.0	1.0	1.0	1.0	-1	
18169	18169	0.0	1.0	1.0	1.0	-1	
4953	4953	0.0	1.0	1.0	1.0	-1	
5218	5218	0.0	1.0	1.0	1.0	-1	
4714	4714	0.0	1.0	1.0	1.0	-1	
5314	5314	0.0	1.0	1.0	1.0	-1	
15289	15289	0.0	1.0	1.0	1.0	-1	
6148	6148	0.0	1.0	1.0	1.0	-1	
794	794	0.0	1.0	1.0	1.0	-1	
12001	12001	0.0	1.0	1.0	1.0	-1	
1819	1819	0.0	1.0	1.0	1.0	-1	
2422	2422	0.0	1.0	1.0	1.0	-1	
4359	4359	0.0	1.0	1.0	1.0	-1	
8923	8923	0.0	1.0	1.0	1.0	-1	
5979	5979	0.0	1.0	1.0	1.0	-1	
1631	1631	0.0	1.0	1.0	1.0	-1	
5943	5943	0.0	1.0	1.0	1.0	-1	
8394	8394	0.0	1.0	1.0	1.0	-1	
6438	6438	0.0	1.0	1.0	1.0	-1	
8159	8159	0.0	1.0	1.0	1.0	-1	
3801	3801	0.0	1.0	1.0	1.0	-1	
3037	3037	0.0	1.0	1.0	1.0	-1	
3428	3428	0.0	1.0	1.0	1.0	-1	
5797	5797	0.0	1.0	1.0	1.0	-1	
6208	6208	0.0	1.0	1.0	1.0	-1	
15025	15025	0.0	1.0	1.0	1.0	-1	
5102	5102	0.0	1.0	1.0	1.0	-1	
2243	2243	0.0	1.0	1.0	1.0	-1	
13389	13389	0.0	1.0	1.0	1.0	-1	
13640	13640	0.0	1.0	1.0	1.0	-1	
4410	4410	0.0	1.0	1.0	1.0	-1	
7674	7674	0.0	1.0	1.0	1.0	-1	
15791	15791	0.0	1.0	1.0	1.0	-1	
5783	5783	0.0	1.0	1.0	1.0	-1	
4904	4904	0.0	1.0	1.0	1.0	-1	
5154	5154	0.0	1.0	1.0	1.0	-1	
4695	4695	0.0	1.0	1.0	1.0	-1	
11162	11162	0.0	1.0	1.0	1.0	-1	
18244	18244	0.0	1.0	1.0	1.0	-1	
5372	5372	0.0	1.0	1.0	1.0	-1	
2001	2001	0.0	1.0	1.0	1.0	-1	
4708	4708	0.0	1.0	1.0	1.0	-1	
4476	4476	0.0	1.0	1.0	1.0	-1	
4810	4810	0.0	1.0	1.0	1.0	-1	
5165	5165	0.0	1.0	1.0	1.0	-1	
11097	11097	0.0	1.0	1.0	1.0	-1	
3826	3826	0.0	1.0	1.0	1.0	-1	
4646	4646	0.0	1.0	1.0	1.0	-1	
6144	6144	0.0	1.0	1.0	1.0	-1	
3827	3827	0.0	1.0	1.0	1.0	-1	
3810	3810	0.0	1.0	1.0	1.0	-1	
6199	6199	0.0	1.0	1.0	1.0	-1	
3655	3655	0.0	1.0	1.0	1.0	-1	
14598	14598	0.0	1.0	1.0	1.0	-1	
15890	15890	0.0	1.0	1.0	1.0	-1	
16887	16887	0.0	1.0	1.0	1.0	-1	
16305	16305	0.0	1.0	1.0	1.0	-1	
15545	15545	0.0	1.0	1.0	1.0	-1	
16513	16513	0.0	1.0	1.0	1.0	-1	
16237	16237	0.0	1.0	1.0	1.0	-1	
16708	16708	0.0	1.0	1.0	1.0	-1	
14180	14180	0.0	1.0	1.0	1.0	-1	
18340	18340	0.0	1.0	1.0	1.0	-1	
13799	13799	0.0	1.0	1.0	1.0	-1	
15057	15057	0.0	1.0	1.0	1.0	-1	
14868	14868	0.0	1.0	1.0	1.0	-1	
17616	17616	0.0	1.0	1.0	1.0	-1	
17870	17870	0.0	1.0	1.0	1.0	-1	
13199	13199	0.0	1.0	1.0	1.0	-1	
18016	18016	0.0	1.0	1.0	1.0	-1	
18165	18165	0.0	1.0	1.0	1.0	-1	
5301	5301	0.0	1.0	1.0	1.0	-1	
7592	7592	0.0	1.0	1.0	1.0	-1	
8395	8395	0.0	1.0	1.0	1.0	-1	
5926	5926	0.0	1.0	1.0	1.0	-1	
15356	15356	0.0	1.0	1.0	1.0	-1	
4804	4804	0.0	1.0	1.0	1.0	-1	
5276	5276	0.0	1.0	1.0	1.0	-1	
4872	4872	0.0	1.0	1.0	1.0	-1	
4117	4117	0.0	1.0	1.0	1.0	-1	
1217	1217	0.0	1.0	1.0	1.0	-1	
4075	4075	0.0	1.0	1.0	1.0	-1	
5020	5020	0.0	1.0	1.0	1.0	-1	
3993	3993	0.0	1.0	1.0	1.0	-1	
3000	3000	0.0	1.0	1.0	1.0	-1	
3313	3313	0.0	1.0	1.0	1.0	-1	
4844	4844	0.0	1.0	1.0	1.0	-1	
4767	4767	0.0	1.0	1.0	1.0	-1	
4914	4914	0.0	1.0	1.0	1.0	-1	
15136	15136	0.0	1.0	1.0	1.0	-1	
4826	4826	0.0	1.0	1.0	1.0	-1	
14192	14192	0.0	1.0	1.0	1.0	-1	
13827	13827	0.0	1.0	1.0	1.0	-1	
12706	12706	0.0	1.0	1.0	1.0	-1	
12905	12905	0.0	1.0	1.0	1.0	-1	
5524	5524	0.0	1.0	1.0	1.0	-1	
9431	9431	0.0	1.0	1.0	1.0	-1	
9617	9617	0.0	1.0	1.0	1.0	-1	
9870	9870	0.0	1.0	1.0	1.0	-1	
2918	2918	0.0	1.0	1.0	1.0	-1	
4968	4968	0.0	1.0	1.0	1.0	-1	
17903	17903	0.0	1.0	1.0	1.0	-1	
18074	18074	0.0	1.0	1.0	1.0	-1	
5056	5056	0.0	1.0	1.0	1.0	-1	
4727	4727	0.0	1.0	1.0	1.0	-1	
12861	12861	0.0	1.0	1.0	1.0	-1	
15026	15026	0.0	1.0	1.0	1.0	-1	
4799	4799	0.0	1.0	1.0	1.0	-1	
5125	5125	0.0	1.0	1.0	1.0	-1	
14727	14727	0.0	1.0	1.0	1.0	-1	
14824	14824	0.0	1.0	1.0	1.0	-1	
14018	14018	0.0	1.0	1.0	1.0	-1	
13755	13755	0.0	1.0	1.0	1.0	-1	
3959	3959	0.0	1.0	1.0	1.0	-1	
6159	6159	0.0	1.0	1.0	1.0	-1	
4756	4756	0.0	1.0	1.0	1.0	-1	
4843	4843	0.0	1.0	1.0	1.0	-1	
3980	3980	0.0	1.0	1.0	1.0	-1	
4995	4995	0.0	1.0	1.0	1.0	-1	
2163	2163	0.0	1.0	1.0	1.0	-1	
12501	12501	0.0	1.0	1.0	1.0	-1	
13691	13691	0.0	1.0	1.0	1.0	-1	
4900	4900	0.0	1.0	1.0	1.0	-1	
3173	3173	0.0	1.0	1.0	1.0	-1	
11995	11995	0.0	1.0	1.0	1.0	-1	
11813	11813	0.0	1.0	1.0	1.0	-1	
1198	1198	0.0	1.0	1.0	1.0	-1	
5344	5344	0.0	1.0	1.0	1.0	-1	
15027	15027	0.0	1.0	1.0	1.0	-1	
14659	14659	0.0	1.0	1.0	1.0	-1	
12817	12817	0.0	1.0	1.0	1.0	-1	
12250	12250	0.0	1.0	1.0	1.0	-1	
6071	6071	0.0	1.0	1.0	1.0	-1	
5985	5985	0.0	1.0	1.0	1.0	-1	
4907	4907	0.0	1.0	1.0	1.0	-1	
5013	5013	0.0	1.0	1.0	1.0	-1	
4364	4364	0.0	1.0	1.0	1.0	-1	
14851	14851	0.0	1.0	1.0	1.0	-1	
17884	17884	0.0	1.0	1.0	1.0	-1	
14592	14592	0.0	1.0	1.0	1.0	-1	
18159	18159	0.0	1.0	1.0	1.0	-1	
18048	18048	0.0	1.0	1.0	1.0	-1	
17440	17440	0.0	1.0	1.0	1.0	-1	
15662	15662	0.0	1.0	1.0	1.0	-1	
15125	15125	0.0	1.0	1.0	1.0	-1	
17667	17667	0.0	1.0	1.0	1.0	-1	
16357	16357	0.0	1.0	1.0	1.0	-1	
16909	16909	0.0	1.0	1.0	1.0	-1	
14314	14314	0.0	1.0	1.0	1.0	-1	
13776	13776	0.0	1.0	1.0	1.0	-1	
16461	16461	0.0	1.0	1.0	1.0	-1	
15965	15965	0.0	1.0	1.0	1.0	-1	
17741	17741	0.0	1.0	1.0	1.0	-1	
5892	5892	0.0	1.0	1.0	1.0	-1	
4919	4919	0.0	1.0	1.0	1.0	-1	
11020	11020	0.0	1.0	1.0	1.0	-1	
4949	4949	0.0	1.0	1.0	1.0	-1	
9318	9318	0.0	1.0	1.0	1.0	-1	
9191	9191	0.0	1.0	1.0	1.0	-1	
11992	11992	0.0	1.0	1.0	1.0	-1	
4090	4090	0.0	1.0	1.0	1.0	-1	
5756	5756	0.0	1.0	1.0	1.0	-1	
7014	7014	0.0	1.0	1.0	1.0	-1	
9369	9369	0.0	1.0	1.0	1.0	-1	
11850	11850	0.0	1.0	1.0	1.0	-1	
7778	7778	0.0	1.0	1.0	1.0	-1	
11364	11364	0.0	1.0	1.0	1.0	-1	
11506	11506	0.0	1.0	1.0	1.0	-1	
11704	11704	0.0	1.0	1.0	1.0	-1	
9152	9152	0.0	1.0	1.0	1.0	-1	
9848	9848	0.0	1.0	1.0	1.0	-1	
9994	9994	0.0	1.0	1.0	1.0	-1	
10155	10155	0.0	1.0	1.0	1.0	-1	
10283	10283	0.0	1.0	1.0	1.0	-1	
8907	8907	0.0	1.0	1.0	1.0	-1	
14867	14867	0.0	1.0	1.0	1.0	-1	
5970	5970	0.0	1.0	1.0	1.0	-1	
5812	5812	0.0	1.0	1.0	1.0	-1	
12245	12245	0.0	1.0	1.0	1.0	-1	
12584	12584	0.0	1.0	1.0	1.0	-1	
13523	13523	0.0	1.0	1.0	1.0	-1	
13193	13193	0.0	1.0	1.0	1.0	-1	
15895	15895	0.0	1.0	1.0	1.0	-1	
10804	10804	0.0	1.0	1.0	1.0	-1	
5761	5761	0.0	1.0	1.0	1.0	-1	
15286	15286	0.0	1.0	1.0	1.0	-1	
15259	15259	0.0	1.0	1.0	1.0	-1	
15454	15454	0.0	1.0	1.0	1.0	-1	
4047	4047	0.0	1.0	1.0	1.0	-1	
5490	5490	0.0	1.0	1.0	1.0	-1	
11988	11988	0.0	1.0	1.0	1.0	-1	
15068	15068	0.0	1.0	1.0	1.0	-1	
1384	1384	0.0	1.0	1.0	1.0	-1	
2288	2288	0.0	1.0	1.0	1.0	-1	
1978	1978	0.0	1.0	1.0	1.0	-1	
6546	6546	0.0	1.0	1.0	1.0	-1	
14588	14588	0.0	1.0	1.0	1.0	-1	
17265	17265	0.0	1.0	1.0	1.0	-1	
4800	4800	0.0	1.0	1.0	1.0	-1	
5962	5962	0.0	1.0	1.0	1.0	-1	
5691	5691	0.0	1.0	1.0	1.0	-1	
1508	1508	0.0	1.0	1.0	1.0	-1	
780	780	0.0	1.0	1.0	1.0	-1	
11353	11353	0.0	1.0	1.0	1.0	-1	
11652	11652	0.0	1.0	1.0	1.0	-1	
11527	11527	0.0	1.0	1.0	1.0	-1	
15316	15316	0.0	1.0	1.0	1.0	-1	
18027	18027	0.0	1.0	1.0	1.0	-1	
15505	15505	0.0	1.0	1.0	1.0	-1	
17451	17451	0.0	1.0	1.0	1.0	-1	
17927	17927	0.0	1.0	1.0	1.0	-1	
17579	17579	0.0	1.0	1.0	1.0	-1	
18119	18119	0.0	1.0	1.0	1.0	-1	
15855	15855	0.0	1.0	1.0	1.0	-1	
3649	3649	0.0	1.0	1.0	1.0	-1	
11204	11204	0.0	1.0	1.0	1.0	-1	
15717	15717	0.0	1.0	1.0	1.0	-1	
15260	15260	0.0	1.0	1.0	1.0	-1	
15514	15514	0.0	1.0	1.0	1.0	-1	
15752	15752	0.0	1.0	1.0	1.0	-1	
14707	14707	0.0	1.0	1.0	1.0	-1	
5352	5352	0.0	1.0	1.0	1.0	-1	
12587	12587	0.0	1.0	1.0	1.0	-1	
12042	12042	0.0	1.0	1.0	1.0	-1	
12877	12877	0.0	1.0	1.0	1.0	-1	
15892	15892	0.0	1.0	1.0	1.0	-1	
6165	6165	0.0	1.0	1.0	1.0	-1	
15867	15867	0.0	1.0	1.0	1.0	-1	
15223	15223	0.0	1.0	1.0	1.0	-1	
15698	15698	0.0	1.0	1.0	1.0	-1	
18176	18176	0.0	1.0	1.0	1.0	-1	
15079	15079	0.0	1.0	1.0	1.0	-1	
17041	17041	0.0	1.0	1.0	1.0	-1	
16893	16893	0.0	1.0	1.0	1.0	-1	
14689	14689	0.0	1.0	1.0	1.0	-1	
17331	17331	0.0	1.0	1.0	1.0	-1	
17744	17744	0.0	1.0	1.0	1.0	-1	
17470	17470	0.0	1.0	1.0	1.0	-1	
17869	17869	0.0	1.0	1.0	1.0	-1	
18069	18069	0.0	1.0	1.0	1.0	-1	
17656	17656	0.0	1.0	1.0	1.0	-1	
17995	17995	0.0	1.0	1.0	1.0	-1	
5537	5537	0.0	1.0	1.0	1.0	-1	
9984	9984	0.0	1.0	1.0	1.0	-1	
9488	9488	0.0	1.0	1.0	1.0	-1	
9771	9771	0.0	1.0	1.0	1.0	-1	
12323	12323	0.0	1.0	1.0	1.0	-1	
12836	12836	0.0	1.0	1.0	1.0	-1	
10369	10369	0.0	1.0	1.0	1.0	-1	
4886	4886	0.0	1.0	1.0	1.0	-1	
6453	6453	0.0	1.0	1.0	1.0	-1	
13205	13205	0.0	1.0	1.0	1.0	-1	
13515	13515	0.0	1.0	1.0	1.0	-1	
4686	4686	0.0	1.0	1.0	1.0	-1	
6791	6791	0.0	1.0	1.0	1.0	-1	
9978	9978	0.0	1.0	1.0	1.0	-1	
9561	9561	0.0	1.0	1.0	1.0	-1	
5751	5751	0.0	1.0	1.0	1.0	-1	
6796	6796	0.0	1.0	1.0	1.0	-1	
5191	5191	0.0	1.0	1.0	1.0	-1	
1372	1372	0.0	1.0	1.0	1.0	-1	
13980	13980	0.0	1.0	1.0	1.0	-1	
15283	15283	0.0	1.0	1.0	1.0	-1	
1382	1382	0.0	1.0	1.0	1.0	-1	
4771	4771	0.0	1.0	1.0	1.0	-1	
6080	6080	0.0	1.0	1.0	1.0	-1	
13634	13634	0.0	1.0	1.0	1.0	-1	
15458	15458	0.0	1.0	1.0	1.0	-1	
15599	15599	0.0	1.0	1.0	1.0	-1	
15228	15228	0.0	1.0	1.0	1.0	-1	
6545	6545	0.0	1.0	1.0	1.0	-1	
6516	6516	0.0	1.0	1.0	1.0	-1	
9048	9048	0.0	1.0	1.0	1.0	-1	
8863	8863	0.0	1.0	1.0	1.0	-1	
15284	15284	0.0	1.0	1.0	1.0	-1	
15116	15116	0.0	1.0	1.0	1.0	-1	
16065	16065	0.0	1.0	1.0	1.0	-1	
15815	15815	0.0	1.0	1.0	1.0	-1	
15091	15091	0.0	1.0	1.0	1.0	-1	
17572	17572	0.0	1.0	1.0	1.0	-1	
17190	17190	0.0	1.0	1.0	1.0	-1	
17926	17926	0.0	1.0	1.0	1.0	-1	
17788	17788	0.0	1.0	1.0	1.0	-1	
5692	5692	0.0	1.0	1.0	1.0	-1	
