row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,4_Sel_WT4_ex10.mzML Peak area,1_Sel_WT1_ex10.mzML Peak area,2_Sel_WT2_ex10.mzML Peak area,3_Sel_WT3_ex10.mzML Peak area,6_Sel_delta1_ex10.mzML Peak area,7_Sel_delta2_ex10.mzML Peak area,8_Sel_delta3_ex10.mzML Peak area,11_Sel_WT1_stat10.mzML Peak area,12_Sel_WT2_stat10.mzML Peak area,5_Sel_WT5_ex10.mzML Peak area,10_Sel_delta5_ex10.mzML Peak area,14_Sel_WT4_stat10.mzML Peak area,9_Sel_delta4_ex10.mzML Peak area,13_Sel_WT3_stat10.mzML Peak area,Medium_Blank10.mzML Peak area,16_Sel_delta1_stat10.mzML Peak area,15_Sel_WT5_stat10.mzML Peak area,18_Sel_delta3_stat10.mzML Peak area,19_Sel_delta4_stat10.mzML Peak area,20_Sel_delta5_stat10.mzML Peak area,17_Sel_delta2_stat10.mzML Peak area,Unnamed: 34
10986,675.3564443,8.252533,,,,,,,,,,,115181.32,68197.67,159824.19,115751.65,25823.299,146208.84,101459.2,316604.3,437856.53,70466.77,5127.9697,1125379.2,29992.684,700084,0,1766643,1043771.9,588295.6,897872.2,618707.4,1664612.6,
10848,675.3564718,8.06904,,,,147,69,[M+Na]+,,2,10848;10850,652.3673,114939.92,43268.758,161770.2,109166.64,44316.05,224258.12,119982.94,536813.4,623122.44,83087.24,21089.137,896433.94,70583.266,497699.84,0,947500.8,597365.44,757192.75,1798721.8,1121063.8,1325137.4,
10669,675.3564861,7.8582377,,,,,,,,,,,11272.713,3659.1365,15707.735,8128.7773,1099.8203,22516.16,1444.366,60195.203,66922.42,1491.1792,0,74893.13,1375.4501,53543.53,0,73087.41,52233.812,69230.766,119447.73,106987.516,112593.33,
15137,675.5177315,10.555624,,,,,,,,,,,0,0,0,0,0,0,0,0,0,388250.47,0,0,0,0,1563.7421,0,0,0,0,0,0,
5497,675.8376763,2.82945,,,,,,,,,,,43837.74,0,9989.241,11834.457,5075.7974,0,649.56384,0,0,5634.914,0,0,0,0,0,0,0,0,0,0,0,
5788,676.0430973,3.171586,,,,,,,,,,,101160.47,0,16817.299,9073.04,0,0,0,0,0,3241.2083,0,0,0,0,0,0,0,0,0,0,0,
9061,676.4472174,6.6440554,,,,,,,,,,,0,0,0,0,0,0,0,0,0,242045.22,0,0,0,0,0,0,0,0,0,0,0,
11291,677.3716628,8.58379,,,,,,,,,,,54324.97,35214.027,29572.154,42088.83,17371.398,63690.527,33195.773,30171.814,37008.83,19330.021,1694.5267,54157.074,25567.318,33950.445,0,49286.656,56312.754,80044.94,80883.03,70245.4,60588.08,
11632,677.371788,8.894815,,,,139,75,[M+Na]+,,2,11632;11705,654.3826,895596.94,971334.7,262507.6,445355.56,125939.36,764737.4,366215.38,495953.56,281687.03,139495.47,77230.48,883685.6,313508.25,467472.03,0,525574.5,642868.1,300646.6,465834.47,386108.28,810731.3,
11820,677.3717416,8.932857,,,,139,75,[M+Na]+,,2,11820;11705,654.3826,380622.84,281236.6,272817.03,317210.06,116513.45,437132.25,218560.17,310955.25,173680,152653.23,31072.617,497640.1,181428.12,311310.78,0,400774.03,374689.34,686357.2,777117.75,408572.75,473037.47,
11385,677.3719468,8.748892,,,,91,72,[M+Na]+,,3,11385;11434;11435,654.3828,475850.44,44340.45,302833.47,354063.7,182312.48,537578.94,263306.2,334540.25,339462.6,163420.12,72682.81,567553.1,245429.25,431560.7,0,579513.75,403256.28,633881.2,618812.5,840279.7,530848.94,
15245,677.4614066,10.645248,,,,,,,,,,,525.4607,0,0,0,0,0,0,0,0,106150.51,0,0,0,0,0,0,0,0,0,0,0,
6265,678.8604029,3.8415413,,,,,,,,,,,20429.473,20095.371,24321.062,33224.555,979.5178,447.25433,4869.8413,0,0,7384.026,0,0,5121.32,0,0,0,0,0,0,0,0,
6518,678.8791669,4.212887,,,,,,,,,,,1013.0785,20417.676,19859.152,36801.785,2023.4828,4449.4365,8210.632,0,0,12076.9,451.46497,1027.8925,9265.727,652.923,0,261.5193,0,3976.2524,282.70435,6527.2295,2468.5754,
879,679.2158591,0.3644437,,,,117,,,,,,,30887.562,37604.79,20770.098,38165.887,17595.133,33799.7,13719.859,13544.223,627.9927,21173.148,43426.125,2380.2378,18049.746,5466.705,0,9014.533,11085.547,31999.469,47810.316,13518.113,9547.476,
4033,679.3378373,1.648118,,,,,,,,,,,10717.829,64654.473,20417.7,38675.38,1929.8208,3461.2488,3047.1965,716.28107,1602.0201,15485.004,501.18866,2580.0776,3472.2197,2124.4734,0,1884.5042,38532.492,5692.3755,16707.44,960.9866,28448.162,
6350,679.8518693,4.004243,,,,,,,,,,,13541.131,15249.819,37523.742,71639.664,16932.098,13340.245,20172.244,0,0,21065.06,17867.91,0,21019.11,0,0,0,0,0,0,0,0,
2232,680.109403,0.71876353,,,,,,,,,,,24745.754,2413.4146,4458.265,19322.729,26420.877,83247.32,19245.451,12657.502,81318.336,6707.241,23458.963,87787.35,63112.273,27209.008,0,89481.45,38779.617,6188.445,52002.25,63849.688,2796.496,
5629,680.4432841,2.9836936,,,,,,,,,,,0,0,0,0,0,0,0,0,0,59656.35,0,0,0,0,0,0,0,0,0,0,0,
17008,680.4799877,12.07863,,,,105,126,[M+NH4]+,,2,17110;17008,662.4463,931.5248,1771.21,9027.141,0,45910.793,4923.3696,23361.21,4053.938,14679.022,274531.9,48238.28,10687.913,30764.447,27758.201,7572.1587,21990.23,4561.731,38128.4,31335.812,15955.533,5589.353,
17474,680.4802771,12.303739,,,,15,,,,,,,2081.6653,45803.598,40795.117,20936.898,58818.09,9049.802,31871.29,3164.8882,5762.626,489018.66,17892.777,17267.59,42854.35,22250.07,143761.3,21339.334,8755.099,5382.5186,428.8139,481.8454,2809.8774,
6611,681.3348721,4.4659815,,,,,,,,,,,3313.031,0,5724.5566,20922.72,1181.4708,0,0,0,0,2142.8318,0,0,0,0,0,0,0,0,0,0,0,
5444,682.423318,2.8076985,,,,,,,,,,,0,0,0,0,0,0,0,0,0,222139.53,0,0,0,0,0,0,0,0,0,0,0,
4709,683.3239866,2.0145404,,,,,,,,,,,2204.2517,3446.4446,5689.411,16019.377,5983.9116,5597.964,10375.311,17789.49,3585.0867,11479.927,688.5538,15081.702,7713.715,37235.133,0,4293.2754,5781.262,1426.2496,3345.1128,1905.8232,1715.2921,
6521,683.3530023,4.3005285,,,,,,,,,,,0,0,0,0,0,0,0,21929.457,8488.431,0,0,5313.766,0,6051.7993,0,0,10964.604,0,0,0,0,
5913,683.3856948,3.2722862,,,,,,,,,,,17835.998,70400.47,78135.85,69514.93,39895.688,38315.02,18297.873,0,0,71401.414,0,0,18825.12,0,0,0,0,0,0,0,0,
17816,684.2027059,12.7607565,,,,,,,,,,,381.88367,422.73572,0,26378.756,0,2285.3943,680.20654,3587.6821,1334.0217,22315.701,0,0,973.24603,611.1457,13047.808,0,448.8015,0,1464.9968,3686.0286,747.2272,
17707,684.2025116,12.671943,,,,,,,,,,,0,0,0,0,0,1016.3827,680.20654,1288.6599,5162.336,0,0,2861.0552,1525.761,498.32837,0,0,4615.62,0,12213.472,45483.69,6326.7793,
17983,684.2027262,12.999963,,,,,,,,,,,2423.4153,2320.2817,537.3468,31858.252,336.42163,2956.9304,807.0703,12111.1875,3055.9639,45913.64,0,1042.209,1616.2596,627.8236,50990.074,0,6125.9653,0,0,658.9078,1957.437,
18066,684.2027864,13.076258,,,,,,,,,,,2423.4153,783.27356,562.2528,14436.321,0,4340.484,279.5699,1471.2361,634.83594,74712.125,0,0,299.56686,0,14970.916,0,281.95837,0,0,1833.6692,339.4818,
6888,684.3750301,4.839518,,,,,,,,,,,1902.1047,9478.604,14322.365,16982.637,1607.3862,13128.786,2594.9736,0,0,4984.813,0,0,1257.1577,0,0,0,0,0,0,0,0,
15481,684.5623621,10.721451,,,,,,,,,,,0,0,0,0,0,6010.6274,0,0,1939.4305,26587.295,0,0,0,0,0,0,0,0,0,0,0,
6359,685.3894377,3.971141,,,,,,,,,,,14304.869,4148.364,13158.429,28715.008,493.82886,0,478.19318,0,0,2406.7112,0,0,0,0,0,0,0,0,0,0,0,
17425,685.4353017,12.301067,,,,,,,,,,,0,0,0,0,2222.8413,0,0,0,0,47958.6,0,0,0,0,2375.528,0,0,0,0,0,0,
17149,685.4350554,12.136731,,,,,,,,,,,0,0,0,0,2100.2095,0,0,0,0,35679.46,0,0,0,0,0,0,0,0,0,0,0,
6608,686.8989653,4.4418273,,,,,,,,,,,9494.048,1416.061,37841.66,16768.625,55758.508,864.97925,21561.695,0,0,26392.004,0,0,19277.502,0,0,0,0,0,0,0,0,
5541,687.018539,2.8830736,,,,,,,,,,,22289.209,42242.508,49733.363,96763.63,35409.547,31507.791,28336.076,0,2103.951,47038.25,11135.324,5750.8726,24844.871,249.01724,0,22904.621,2798.8042,2436.106,7028.3667,6262.9653,674.63214,
4758,687.3350709,1.9714206,,,,,,,,,,,1994.226,1193.4379,1233.0493,20722.738,4707.1694,1134.4209,3334.154,221818.56,140423.94,1835.6294,0,41891.402,763.8904,114653.31,0,18076.604,95917.44,22966.588,9205.454,39440.336,14764.642,
5582,687.3524519,2.903209,,,,,,,,,,,48174.207,50501.89,74559.2,118468.45,45798.387,33984.816,36383.777,277.43604,2817.02,69945.75,12160.637,6760.9336,26835.846,1622.541,0,22003.207,6221.8105,3293.858,13333.85,9066.733,0,
15062,687.5517128,10.502487,,,,152,,,,,,,9145.032,4652.4136,4895.9375,15096.363,0,18767.516,1277.337,56243.41,37361.23,0,0,64465.016,1288.4673,24542.678,0,58436.562,66901.42,10515.791,71190.51,37117.766,66948.03,
15318,687.5518903,10.610879,,,,76,,,,,,,6248.8667,19208.229,2777.8132,14074.8545,0,7032.55,836.21747,32678.367,25495.229,2966.7217,0,28566.533,301.31265,9904.219,0,37797.656,22237.057,3240.2244,5275.772,2800.5103,38395.46,
4653,687.6685658,1.9618244,,,,,,,,,,,2516.5352,736.61194,4868.2637,12626.808,6203.878,692.9116,2747.3296,251005.89,103321.54,7458.414,441.66907,87555.84,2429.0715,125519.65,0,53959.676,112716.5,23514.85,16998.434,64251.85,41081.555,
14087,688.4887459,10.171738,,,,,,,,,,,31454.926,147741.31,7927.9277,13247.884,32911.547,18761.367,118874.89,6181.3975,71663.43,15640.14,506689.25,3286.4783,107798.81,3899.1692,89032.62,3617.7773,12496.922,7130.867,10267.551,2872.06,3233.1611,
15088,688.4953723,10.473041,,,,,,,,,,,7183.411,4970.0957,2005.1307,1987.1572,1732.6626,3377.892,1291.449,3078.817,23229.559,24884.117,0,6445.732,808.31555,3432.6714,17734.908,1475.7408,4515.3086,4689.2915,1863.6616,3391.935,7625.8613,
12586,688.5221936,9.377291,,,,,,,,,,,21915.238,38606.293,18462.188,9855.17,19298.787,9355.353,22871.504,18827.055,19112.129,309839.75,0,20308.586,2836.3115,25346.36,79522.195,23524.422,20375.227,26987.686,31381.248,26732.88,26827.832,
12831,688.52286,9.470899,,,,,,,,,,,64686.06,84560.69,24928.51,35265.668,51340.887,28830.457,62888.445,11055.356,76774.65,838537.94,0,49404.242,4140.4746,22964.066,77112.79,35054.203,33225.504,22212.137,20588.705,19824.2,29238.799,
12562,688.5238037,9.391229,,,,,,,,,,,0,11197.171,6950.829,4072.2156,3796.191,5972.8574,3597.9922,12399.006,3208.412,0,14117.258,5250.116,12010.626,16140.453,32681.836,3647.5967,3589.776,9759.182,10251.018,3427.2727,5160.974,
4228,689.2537068,1.773296,,,,17,29,[M+Na]+,,2,4228;4126,666.2647,62595.36,286748.72,152020.9,68526.42,262104.67,185181.05,60348.387,249871.56,352160.62,148575.73,51484.38,188926.44,47489.29,270686.94,0,103628.77,124026.195,167551.92,165007.5,89709.86,37329.51,
4017,689.253751,1.6703409,,,,,,,,,,,44102.28,111011.98,156769,166159.89,46814.67,48764.695,114953.14,129161.03,93756.92,73433.2,69907.14,360860.97,131021.555,132047,0,126584.48,167864.25,209349.1,313591.5,364737.16,66719.13,
4668,689.2537067,1.8409832,,,,,,,,,,,52594.92,73030.7,94313.41,44538.758,120576.13,60393.2,34958.96,65044.902,185222.89,39835.867,17570.016,18079.65,45880.83,52978.78,0,49004.62,87592.8,75737.61,82671.78,177501.17,38591.86,
5820,689.2669894,3.196333,,,,,,,,,,,0,55714.14,4647.506,1295.1084,0,0,0,0,0,3538.1726,0,0,0,0,0,0,0,0,0,0,0,
5161,689.8551426,2.5360541,,,,156,,,,,,,798.82715,50488.86,12843.897,27949.729,3461.8816,14280.541,8054.3936,0,0,20841.27,0,0,5767.8086,0,0,0,0,0,0,771.6737,0,
5388,690.4173151,2.6659856,,,,167,,,,,,,20587.25,49127.445,115182.92,52659.758,104953.52,32025.266,23364.764,0,0,119325.75,3835.5657,0,27672.645,0,0,0,0,0,0,0,0,
14510,690.50551,10.228176,,,,,,,,,,,57759.043,143876.52,114310.76,40751.81,17256.61,21618.75,43854.67,89061.77,46709.645,12810.64,225863.05,37472.266,25167.2,42754.773,81026.16,46474.152,35607.57,24959.969,37932.324,24291.318,78166.73,
14251,690.5051701,10.138188,,,,,,,,,,,11843.403,38918.793,6953.0684,8762.667,18854.242,31796.652,10949.971,93949.46,46709.645,7408.169,41228.62,31335.367,5700.797,24712.025,70287.58,13383.383,17922.256,17029.81,39468.617,11497.793,27923.363,
14929,690.5062675,10.351656,,,,,,,,,,,19834.482,7518.627,20379.518,22304.162,17992.463,5490.4062,11128.128,23703.43,28218.154,9480.585,8187.02,25181.688,19823.469,8889.729,33532.066,31413.852,10569.228,15322.492,9987.221,9580.243,12822.205,
15445,690.5144293,10.77585,,,,177,113,[M+NH4]+,,2,15445;15469,672.4807,54158.445,191706.8,94511.164,104648.4,8923.823,154551.58,44806.023,195444.73,125587.72,40873,22297.52,97326.95,47383.13,59949.688,0,63061.984,136550.78,32911.047,134786.69,36590.76,120330.06,
2638,691.2541368,0.9806854,,,,,,,,,,,3855.9102,2580.3984,5916.8047,5079.2437,18343.812,6788.0054,2427.9932,4524.6875,53419.715,3130.0127,1981.6404,22628.238,5997.5244,35648.832,0,4766.757,7522.411,690.61,3039.6594,114757.38,0,
4854,691.2941083,2.1788387,,,,,,,,,,,0,0,0,3758.1304,0,0,0,28805.348,39781.164,0,0,26724.656,0,65974.32,0,19787.408,13901.542,42282.1,9995.326,107684.086,2170.8667,
5001,691.2943596,2.3279414,,,,,,,,,,,0,0,0,846.8539,0,0,0,16244.8955,28635.938,0,0,13647.159,0,22462.887,0,5215.0005,8834.357,9209.153,0,44123.57,0,
6267,691.295353,3.8648403,,,,179,,,,,,,1805.774,0,61940.41,23146.822,45326.13,0,4987.014,0,0,7693.8096,0,0,545.5895,0,0,0,208.05844,0,0,0,0,
11006,691.3308187,8.254835,,,,,,,,,,,465.10437,0,851.4288,831.3269,193.85556,288.9275,193.12228,1445.6326,21680.668,0,0,47404.758,306.59424,3631.0522,0,30188.346,25411.27,626.43005,1953.5325,1965.2585,70157.914,
10845,691.3303627,8.066728,,,,,,,,,,,509.0553,0,3780.464,290.59116,0,2467.7935,441.53076,16095.365,19568.904,464.6927,0,21263.941,536.3556,18827.56,0,31962.143,23077.07,4078.6882,55559.38,9596.161,54904.324,
15138,691.4905799,10.539014,,,,,,,,,,,0,0,0,0,0,0,0,0,0,334999.4,0,0,0,0,0,0,0,0,0,0,0,
4892,691.4927924,2.2117271,,,,,,,,,,,1820.7347,636.6161,9855.073,22125.645,12816.734,6466.5522,7900.4053,0,0,19098.078,2191.2847,0,9144.847,0,0,0,0,0,0,0,0,
5780,691.6905536,3.0829792,,,,,,,,,,,2515.9136,5310.539,9677.724,25125.773,9779.407,7070.766,12750.183,0,508.87048,12210.032,1560.9924,2990.6787,8425.486,0,0,6497.8496,589.9877,844.30115,1330.7443,5015.009,0,
5012,691.6935282,2.3749936,,,,,,,,,,,0,0,3549.5059,32504.006,8650.443,4834.5645,4820.297,0,0,7426.7705,0,0,5730.524,0,0,0,0,0,0,0,0,
4884,691.6935535,2.2071102,,,,,,,,,,,8127.121,3681.4272,23610.559,47028.414,35332.492,26221.83,30199.764,0,0,44223.414,6186.8125,0,25608.273,0,0,0,0,0,0,0,0,
4881,691.8938493,2.2049503,,,,,,,,,,,9960.518,3675.083,26107.168,40130.92,42273.113,21248.129,31738.893,0,0,54190.69,7877.788,0,25587.95,0,0,0,0,0,0,0,0,
5729,692.0247762,3.0777009,,,,,,,,,,,1183.5122,8655.131,12795.86,34508.617,9653.148,11202.432,12314.421,0,684.563,13435.117,5550.5317,4814.208,7885.2964,0,0,11094.401,0,2453.9187,1219.616,12389.063,0,
4883,692.0939541,2.206722,,,,,,,,,,,6889.019,1488.4512,13000.796,39173.49,27239.027,15231.228,21731.66,0,0,34316.758,5509.8125,0,14303.205,0,0,0,0,0,0,0,0,
5170,692.3047312,2.5444655,,,,,,,,,,,50303.46,80345.64,86714.87,140934.95,81125.59,68760.77,73347.555,72292.83,118505.29,107188.63,19702.916,62870.75,60684.34,86468.97,0,27975.416,34789.043,37823.49,9919.129,85699.984,3986.0576,
15782,692.5297356,10.999537,,,,,,,,,,,0,0,0,440.4253,0,748.57855,0,15635.494,14890.416,0,0,4704.2134,0,961.3212,0,0,15280.129,0,13649.697,4582.159,13820.951,
11618,693.3455148,8.864448,,,,,,,,,,,20545.146,35355.348,18356.182,38859.094,1434.8923,7804.702,1283.0654,1584.7727,9644.0205,8567.611,0,18289.605,980.1924,8399.325,0,3400.4604,16022.627,986.433,4298.021,858.30725,5605.172,
11434,693.3459775,8.758995,,,,91,72,[M+K]+,,2,11385;11434,654.3828,25471.975,12815.297,13153.719,19434.064,2127.4097,28413.604,11402.072,13508.186,12349.981,6526.91,0,25432.234,5606.719,12106.738,0,14526.486,14153.283,26141.293,19643.8,25867.834,7094.552,
15246,693.4326406,10.613806,,,,,,,,,,,0,0,0,0,0,0,0,0,0,34462.04,0,0,0,0,0,0,0,0,0,0,0,
13639,693.4562206,9.888046,,,,,,,,,,,0,995.75244,0,0,1475.9436,4412.119,1624.438,0,1175.4872,87766.51,5485.7715,995.7412,4943.489,0,0,0,0,0,0,0,0,
5050,694.3420198,2.4146304,,,,,,,,,,,51605.41,51493.36,52135.75,136698.42,33268.08,68783.18,79888.55,11808.73,20589.172,71461.04,13914.484,2565.2097,60222.547,7717.0386,0,696.8122,0,4191.887,0,3111.9724,0,
901,695.1903975,0.37360948,,,,117,,,,,,,26521.92,39665.63,20559.994,42661.47,41251.97,35472.637,27188.34,17273.521,7626.8447,36786.43,63878.508,15137.78,11681.835,7368.2363,0,2568.5637,15428.754,49369.742,23940.26,38249.793,3517.3745,
5914,695.3986144,3.2385926,,,,,,,,,,,13820.994,38421.414,61912.676,126416.6,23707.984,51351.297,62204.133,0,0,34053.934,12680.209,4988.9043,58308.543,2733.0503,0,5286.3687,2985.9429,10285.774,10134.35,13235.607,392.76492,
15469,695.4699316,10.817923,,,,177,113,[M+Na]+,,2,15445;15469,672.4807,24542.25,49943.74,29111.543,31261.113,2248.5625,56657.617,36619.016,29008.14,32720.504,33643.664,3158.4177,7057.3696,15878.303,3566.2942,0,5330.547,15005.12,0,3307.3215,4937.786,3847.9253,
5925,695.8993299,3.2400408,,,,,,,,,,,13090.737,31941.857,50287.76,35915.758,19913.348,30436.44,43732.625,0,0,32148.293,3965.3015,2290.7666,41071.664,610.4946,0,866.4445,776.1593,5202.0464,3017.5037,6861.6167,0,
5844,696.4391607,3.2130816,,,,,,,,,,,0,0,0,0,0,0,0,0,0,282633.2,0,0,0,0,0,0,0,0,0,0,0,
15762,698.272969,10.981466,,,,,,,,,,,0,0,0,0,0,0,0,0,0,59740.715,0,0,0,0,0,0,0,0,0,0,0,
11468,698.4322717,8.805271,,,,,,,,,,,531.05896,578.92535,0,689.76013,0,0,0,6023.31,6495.6064,0,0,22911.746,0,5507.6064,0,17253.406,22506.344,26771.195,34338.94,26474.328,20855.098,
11933,698.4321102,9.042228,,,,,,,,,,,23494.744,40250.4,50161.047,15973.871,2884.5574,15459.488,1063.2024,228813.03,213905.45,9322.354,0,425324.94,857.61755,261295.27,0,371012.84,317409.78,224848.23,253201.39,183026.52,362252.03,
11671,698.4320846,8.919139,,,,106,76,[M+NH4]+,,2,11664;11671,680.3981,27828.162,57665.703,18842.809,53533.39,4678.7466,23606.11,1941.3922,152481.22,128986.77,13868.189,0,279082.9,5781.981,143644.62,0,209501.36,196773.53,342832.66,347347.53,217663.58,291254.97,
16599,700.2334075,11.683196,,,,,,,,,,,0,0,0,0,0,0,0,0,0,71511.195,0,0,0,0,0,0,0,0,0,0,0,
17518,701.4092322,12.379253,,,,,,,,,,,0,0,0,0,535.38617,0,0,0,0,26265.348,0,0,0,0,0,0,0,0,0,0,0,
17368,701.4093816,12.312508,,,,,,,,,,,0,0,0,0,535.38617,0,0,0,0,32172.492,0,0,0,0,0,0,0,0,0,0,0,
1994,702.0917723,0.7158058,,,,,,,,,,,3093.6074,806.2642,3289.132,2527.9573,21796.785,9530.353,12332.042,7056.2617,25390.256,6241.837,7011.856,19451.732,21253.39,12138.867,0,20173.855,7837.0947,5478.664,10524.287,21547.857,761.38806,
15387,702.2132414,10.680888,,,,204,,,,,,,157189.83,166248.7,167895.73,153293.23,118770.484,113437.86,141597.33,72297.766,128886.77,2354970.8,114677.72,49119.715,99937.75,81355.89,211499.48,72260.61,50056.918,84591.09,65558.37,80342.94,54356.45,
3046,702.2856753,1.2233561,,,,,,,,,,,83998.83,0,1399.0271,0,417.4582,0,0,0,0,0,0,0,0,0,0,1629.7485,2241.8179,0,7724.768,0,0,
13203,702.5360262,9.758296,,,,,,,,,,,133353.98,174539.48,184736.39,179841.34,118349.14,129536.375,124133.24,124845.65,133288.9,1096860.9,102563.46,126384.98,117125.24,126091.664,187278.52,115416.46,116093.56,52941.51,27627.047,59006.62,86099.8,
13066,702.5361892,9.622613,,,,,,,,,,,42072.863,63275.723,42773.73,72152.37,51133.97,48538.492,51451.574,59913.164,63832.258,448656.88,62578.4,42855.605,61109.945,47974.96,77765.94,56426.7,37539.406,97579.66,82807.55,75706.13,90467.914,
13598,702.5360339,9.796934,,,,,,,,,,,11964.867,25783.596,33231.8,38812.242,43895.543,48654.78,60579.723,49604.656,17552.973,307232.84,51841.008,50944.574,49767.312,45927.07,42987.586,56476.473,49984.703,27981.715,63667.32,42857.082,43629.46,
6629,702.8548444,4.4973545,,,,,,,,,,,8275.568,13940.603,56665.22,36847.023,13799.56,481.1383,5004.328,0,0,58549.652,0,0,8368.512,0,0,0,0,0,0,0,0,
11955,703.3868898,9.053632,,,,,,,,,,,25376.586,17177.682,11222.956,8516.344,523.18286,4704.4463,0,130477.51,99432.945,2519.5334,0,259372.28,0,142651.95,0,179195.47,196642.34,116104.586,139290.02,81827.34,199464.98,
11664,703.3870851,8.923791,,,,106,76,[M+Na]+,,2,11664;11671,680.3981,14836.85,12385.088,24448.102,15118.217,2422.385,3182.1257,4833.9155,83820.31,86184.97,4774.3306,0,148172.86,1397.5024,77223.11,0,159205.94,85821.01,203599.42,219876.48,192608.83,202166.53,
6067,703.6773994,3.486834,,,,,,,,,,,1013.51416,27897.55,24716.576,17460.293,5077.9653,5542.6157,8669.681,0,0,37603.945,0,0,8520.023,0,0,0,0,0,0,0,0,
15813,704.2097076,11.023337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,18429.547,0,0,0,0,0,0,0,0,0,0,0,
4494,705.2205491,1.8277664,,,,,,,,,,,7190.16,12879.899,28506.219,5029.62,4567.612,4470.8545,10457.514,12116.909,2610.8987,5382.8496,436.78775,4954.1157,6606.134,1982.9014,0,6520.587,3031.9683,331179.06,19230.852,51490.344,66133.98,
4008,705.2205999,1.6687431,,,,,,,,,,,14950.856,38789.305,7652.8594,14913.488,17437.271,3722.0964,9733.188,3306.702,13694.749,15024.371,2990.1672,33466.215,31930.55,2467.979,0,10060.486,80744.73,509431.88,41230.934,8123.083,198927.44,
4222,705.2207564,1.7393048,,,,,,,,,,,21754.166,35477.46,13004.848,14913.488,19707.139,10391.812,6396.222,11393.067,25961.35,32886.45,1746.5273,19729.047,10282.151,14376.112,0,18905.34,29688.896,59088.992,25005.457,8942.227,114157.69,
5910,705.2990305,3.265183,,,,,,,,,,,0,7817.045,950.08044,26166.453,0,706.5278,897.8712,0,0,1021.33527,0,1341.593,347.6759,5257.08,0,0,0,0,0,3837.5728,0,
4924,706.3411041,2.2799983,,,,,,,,,,,0,28898.68,21827.445,1877.8787,0,4670.127,0,0,0,16919.264,0,0,0,0,0,0,0,0,0,0,0,
5928,706.8576476,3.3841045,,,,,,,,,,,0,0,0,0,0,0,0,1937.8564,1809.7767,0,0,6210.3984,0,7032.5537,0,17668.652,16718,2757.1072,18438.951,15332.183,24213.582,
6087,706.8575287,3.5381534,,,,,,,,,,,643423.44,975245.5,2060768.5,1331666.8,707893.8,368270.1,355361.53,138413.95,177529.84,852470.6,182561.48,286299.97,373677.34,239949.56,0,447976.28,529510.5,216564.19,438551.62,326765.53,505653.7,
6190,706.8576431,3.6361668,,,,,,,,,,,753984.4,571581.25,1092388.8,681394.6,808038.94,451791.66,348607.03,102065.81,146941.58,953827.4,171957.5,173881.88,355758.12,161731.12,0,256356.67,346809.03,120605.25,187768.81,134064.67,266898.53,
15398,707.1627948,10.689274,,,,,,,,,,,0,0,0,0,584.3034,0,0,0,0,317391.9,0,0,0,0,0,0,0,0,0,0,0,
6938,707.1914003,4.822828,,,,,,,,,,,1955.5022,12460.271,0,50199.777,0,5616.662,7690.875,486.8251,0,1012.21625,0,337.64368,6390.743,0,0,0,457.4988,0,0,252.04128,0,
6012,708.0245735,3.457119,,,,,,,,,,,12787.874,0,5249.6904,3935.516,635.97424,0,0,0,0,4922.4062,0,0,0,0,0,0,0,0,0,0,0,
17006,708.5106897,12.084442,,,,105,,,,,,,7995.349,14343.94,32624.873,527.85077,137735.23,2564.7422,65286.74,14654.722,32786.418,542158.6,135338.4,43734.75,12924.641,73350.78,20897.062,80958.43,36612.945,125189.19,71734.85,77391.17,29813.03,
17229,708.5105468,12.1684675,,,,,,,,,,,8480.864,6353.6465,25072.31,1219.0742,48111.39,2564.7422,36097.24,5933.101,21656.55,92913.75,35629.445,15482.965,45288.86,70112.836,74106.92,13331.635,6132.8677,26898.24,11522.27,4096.1484,3226.4126,
17462,708.5110271,12.33813,,,,15,,,,,,,64800.555,159519.05,135359.06,58759.97,118487.5,87018.22,161159.94,34263.293,90694.945,617656.3,154068.52,102880.07,35851.13,43358.92,401049.6,118620.72,50058.984,56217.97,41727.902,36069.312,35535.66,
17543,708.5111085,12.382577,,,,,,,,,,,11423.35,16179.914,9624.032,11387.569,19392.105,22534.717,10708.399,4391.196,4286.2695,162961.4,2748.935,7521.9233,27644.953,3380.9932,7972.663,7836.189,13257.794,24426.809,5438.6543,9358.762,10740.069,
14966,709.4284694,10.437215,,,,,,,,,,,0,0,0,0,0,0,0,0,0,39675.457,0,0,0,0,0,0,0,0,0,0,0,
6096,709.8627131,3.5281606,,,,,,,,,,,183837.4,85793.4,155686.23,425210.78,150899.58,140205.17,121716.516,19801.744,11044.405,146835.86,54805.016,58447.7,109343.7,6504.801,0,66218.03,151131.08,25286.885,26715.377,12494.598,35426.887,
6030,709.8628152,3.457632,,,,,,,,,,,127857.055,55458.133,99540.52,182931.31,78449.29,86071.41,100892.375,19869.988,23471.182,78178.49,51839.62,66129.73,81884.64,6504.801,0,113775.37,53556.992,50979.508,69236.85,26570.094,68503.77,
5827,710.4182004,3.1948752,,,,,,,,,,,0,0,0,0,0,0,0,0,0,25299.482,0,0,0,0,0,0,0,0,0,0,0,
